Question,Answer
"In 1975, United States consumed how much of coal in terms of TWh?",3525.54 TWh
"In 1976, United States consumed how much of coal in terms of TWh?",3782.04 TWh
"In 1977, United States consumed how much of coal in terms of TWh?",3876.16 TWh
"In 1978, United States consumed how much of coal in terms of TWh?",3832.58 TWh
"In 1979, United States consumed how much of coal in terms of TWh?",4187.28 TWh
"In 1980, United States consumed how much of coal in terms of TWh?",4293.98 TWh
"In 1981, United States consumed how much of coal in terms of TWh?",4428.93 TWh
"In 1982, United States consumed how much of coal in terms of TWh?",4265.80 TWh
"In 1983, United States consumed how much of coal in terms of TWh?",4425.29 TWh
"In 1984, United States consumed how much of coal in terms of TWh?",4752.76 TWh
"In 1985, United States consumed how much of coal in terms of TWh?",4866.30 TWh
"In 1986, United States consumed how much of coal in terms of TWh?",4805.60 TWh
"In 1987, United States consumed how much of coal in terms of TWh?",5013.87 TWh
"In 1988, United States consumed how much of coal in terms of TWh?",5247.14 TWh
"In 1989, United States consumed how much of coal in terms of TWh?",5309.36 TWh
"In 1990, United States consumed how much of coal in terms of TWh?",5338.00 TWh
"In 1991, United States consumed how much of coal in terms of TWh?",5287.61 TWh
"In 1992, United States consumed how much of coal in terms of TWh?",5324.03 TWh
"In 1993, United States consumed how much of coal in terms of TWh?",5522.45 TWh
"In 1994, United States consumed how much of coal in terms of TWh?",5543.14 TWh
"In 1995, United States consumed how much of coal in terms of TWh?",5593.05 TWh
"In 1996, United States consumed how much of coal in terms of TWh?",5847.30 TWh
"In 1997, United States consumed how much of coal in terms of TWh?",5970.78 TWh
"In 1998, United States consumed how much of coal in terms of TWh?",6029.34 TWh
"In 1999, United States consumed how much of coal in terms of TWh?",6020.09 TWh
"In 2000, United States consumed how much of coal in terms of TWh?",6286.54 TWh
"In 2001, United States consumed how much of coal in terms of TWh?",6101.32 TWh
"In 2002, United States consumed how much of coal in terms of TWh?",6098.45 TWh
"In 2003, United States consumed how much of coal in terms of TWh?",6214.54 TWh
"In 2004, United States consumed how much of coal in terms of TWh?",6254.98 TWh
"In 2005, United States consumed how much of coal in terms of TWh?",6346.96 TWh
"In 2006, United States consumed how much of coal in terms of TWh?",6249.68 TWh
"In 2007, United States consumed how much of coal in terms of TWh?",6333.85 TWh
"In 2008, United States consumed how much of coal in terms of TWh?",6233.05 TWh
"In 2009, United States consumed how much of coal in terms of TWh?",5482.38 TWh
"In 2010, United States consumed how much of coal in terms of TWh?",5800.54 TWh
"In 2011, United States consumed how much of coal in terms of TWh?",5473.07 TWh
"In 2012, United States consumed how much of coal in terms of TWh?",4838.40 TWh
"In 2013, United States consumed how much of coal in terms of TWh?",5022.27 TWh
"In 2014, United States consumed how much of coal in terms of TWh?",5010.86 TWh
"In 2015, United States consumed how much of coal in terms of TWh?",4329.08 TWh
"In 2016, United States consumed how much of coal in terms of TWh?",3960.74 TWh
"In 2017, United States consumed how much of coal in terms of TWh?",3852.59 TWh
"In 2018, United States consumed how much of coal in terms of TWh?",3689.46 TWh
"In 2019, United States consumed how much of coal in terms of TWh?",3150.46 TWh
"In 2020, United States consumed how much of coal in terms of TWh?",2556.18 TWh
"In 2021, United States consumed how much of coal in terms of TWh?",2936.89 TWh
"In 2022, United States consumed how much of coal in terms of TWh?",2752.98 TWh
"In 2023, United States consumed how much of coal in terms of TWh?",2276.87 TWh
"In 1965, Upper-middle-income countries consumed how much of coal in terms of TWh?",5252.00 TWh
"In 1966, Upper-middle-income countries consumed how much of coal in terms of TWh?",5475.68 TWh
"In 1967, Upper-middle-income countries consumed how much of coal in terms of TWh?",5387.83 TWh
"In 1968, Upper-middle-income countries consumed how much of coal in terms of TWh?",5368.14 TWh
"In 1969, Upper-middle-income countries consumed how much of coal in terms of TWh?",5710.32 TWh
"In 1970, Upper-middle-income countries consumed how much of coal in terms of TWh?",6108.12 TWh
"In 1971, Upper-middle-income countries consumed how much of coal in terms of TWh?",6497.14 TWh
"In 1972, Upper-middle-income countries consumed how much of coal in terms of TWh?",6736.66 TWh
"In 1973, Upper-middle-income countries consumed how much of coal in terms of TWh?",6840.19 TWh
"In 1974, Upper-middle-income countries consumed how much of coal in terms of TWh?",6865.64 TWh
"In 1975, Upper-middle-income countries consumed how much of coal in terms of TWh?",7317.01 TWh
"In 1976, Upper-middle-income countries consumed how much of coal in terms of TWh?",7390.10 TWh
"In 1977, Upper-middle-income countries consumed how much of coal in terms of TWh?",7770.97 TWh
"In 1978, Upper-middle-income countries consumed how much of coal in terms of TWh?",8044.63 TWh
"In 1979, Upper-middle-income countries consumed how much of coal in terms of TWh?",8229.21 TWh
"In 1980, Upper-middle-income countries consumed how much of coal in terms of TWh?",8295.90 TWh
"In 1981, Upper-middle-income countries consumed how much of coal in terms of TWh?",8344.23 TWh
"In 1982, Upper-middle-income countries consumed how much of coal in terms of TWh?",8691.83 TWh
"In 1983, Upper-middle-income countries consumed how much of coal in terms of TWh?",9001.54 TWh
"In 1984, Upper-middle-income countries consumed how much of coal in terms of TWh?",9396.85 TWh
"In 1985, Upper-middle-income countries consumed how much of coal in terms of TWh?",8729.31 TWh
"In 1986, Upper-middle-income countries consumed how much of coal in terms of TWh?",9071.10 TWh
"In 1987, Upper-middle-income countries consumed how much of coal in terms of TWh?",9600.99 TWh
"In 1988, Upper-middle-income countries consumed how much of coal in terms of TWh?",10026.94 TWh
"In 1989, Upper-middle-income countries consumed how much of coal in terms of TWh?",10213.65 TWh
"In 1990, Upper-middle-income countries consumed how much of coal in terms of TWh?",10105.34 TWh
"In 1991, Upper-middle-income countries consumed how much of coal in terms of TWh?",10228.20 TWh
"In 1992, Upper-middle-income countries consumed how much of coal in terms of TWh?",10439.39 TWh
"In 1993, Upper-middle-income countries consumed how much of coal in terms of TWh?",10668.86 TWh
"In 1994, Upper-middle-income countries consumed how much of coal in terms of TWh?",10967.77 TWh
"In 1995, Upper-middle-income countries consumed how much of coal in terms of TWh?",10997.52 TWh
"In 1996, Upper-middle-income countries consumed how much of coal in terms of TWh?",11369.62 TWh
"In 1997, Upper-middle-income countries consumed how much of coal in terms of TWh?",11141.06 TWh
"In 1998, Upper-middle-income countries consumed how much of coal in terms of TWh?",10964.90 TWh
"In 1999, Upper-middle-income countries consumed how much of coal in terms of TWh?",11225.25 TWh
"In 2000, Upper-middle-income countries consumed how much of coal in terms of TWh?",11427.28 TWh
"In 2001, Upper-middle-income countries consumed how much of coal in terms of TWh?",11897.40 TWh
"In 2002, Upper-middle-income countries consumed how much of coal in terms of TWh?",12762.75 TWh
"In 2003, Upper-middle-income countries consumed how much of coal in terms of TWh?",14799.12 TWh
"In 2004, Upper-middle-income countries consumed how much of coal in terms of TWh?",16754.34 TWh
"In 2005, Upper-middle-income countries consumed how much of coal in terms of TWh?",18931.91 TWh
"In 2006, Upper-middle-income countries consumed how much of coal in terms of TWh?",20651.50 TWh
"In 2007, Upper-middle-income countries consumed how much of coal in terms of TWh?",22349.27 TWh
"In 2008, Upper-middle-income countries consumed how much of coal in terms of TWh?",22836.08 TWh
"In 2009, Upper-middle-income countries consumed how much of coal in terms of TWh?",23578.87 TWh
"In 2010, Upper-middle-income countries consumed how much of coal in terms of TWh?",24507.73 TWh
"In 2011, Upper-middle-income countries consumed how much of coal in terms of TWh?",26500.01 TWh
"In 2012, Upper-middle-income countries consumed how much of coal in terms of TWh?",26854.81 TWh
"In 2013, Upper-middle-income countries consumed how much of coal in terms of TWh?",27108.55 TWh
"In 2014, Upper-middle-income countries consumed how much of coal in terms of TWh?",27108.55 TWh
"In 2015, Upper-middle-income countries consumed how much of coal in terms of TWh?",26571.69 TWh
"In 2016, Upper-middle-income countries consumed how much of coal in terms of TWh?",26055.83 TWh
"In 2017, Upper-middle-income countries consumed how much of coal in terms of TWh?",26342.13 TWh
"In 2018, Upper-middle-income countries consumed how much of coal in terms of TWh?",26881.53 TWh
"In 2019, Upper-middle-income countries consumed how much of coal in terms of TWh?",27578.00 TWh
"In 2020, Upper-middle-income countries consumed how much of coal in terms of TWh?",27817.63 TWh
"In 2021, Upper-middle-income countries consumed how much of coal in terms of TWh?",28768.53 TWh
"In 2022, Upper-middle-income countries consumed how much of coal in terms of TWh?",29339.28 TWh
"In 2023, Upper-middle-income countries consumed how much of coal in terms of TWh?",30376.60 TWh
"In 1985, Uzbekistan consumed how much of coal in terms of TWh?",17.31 TWh
"In 1986, Uzbekistan consumed how much of coal in terms of TWh?",19.59 TWh
"In 1987, Uzbekistan consumed how much of coal in terms of TWh?",16.33 TWh
"In 1988, Uzbekistan consumed how much of coal in terms of TWh?",17.96 TWh
"In 1989, Uzbekistan consumed how much of coal in terms of TWh?",20.24 TWh
"In 1990, Uzbekistan consumed how much of coal in terms of TWh?",21.22 TWh
"In 1991, Uzbekistan consumed how much of coal in terms of TWh?",19.42 TWh
"In 1992, Uzbekistan consumed how much of coal in terms of TWh?",15.28 TWh
"In 1993, Uzbekistan consumed how much of coal in terms of TWh?",12.43 TWh
"In 1994, Uzbekistan consumed how much of coal in terms of TWh?",12.55 TWh
"In 1995, Uzbekistan consumed how much of coal in terms of TWh?",10.37 TWh
"In 1996, Uzbekistan consumed how much of coal in terms of TWh?",9.69 TWh
"In 1997, Uzbekistan consumed how much of coal in terms of TWh?",9.63 TWh
"In 1998, Uzbekistan consumed how much of coal in terms of TWh?",9.66 TWh
"In 1999, Uzbekistan consumed how much of coal in terms of TWh?",9.65 TWh
"In 2000, Uzbekistan consumed how much of coal in terms of TWh?",11.00 TWh
"In 2001, Uzbekistan consumed how much of coal in terms of TWh?",9.22 TWh
"In 2002, Uzbekistan consumed how much of coal in terms of TWh?",9.82 TWh
"In 2003, Uzbekistan consumed how much of coal in terms of TWh?",7.66 TWh
"In 2004, Uzbekistan consumed how much of coal in terms of TWh?",10.35 TWh
"In 2005, Uzbekistan consumed how much of coal in terms of TWh?",9.83 TWh
"In 2006, Uzbekistan consumed how much of coal in terms of TWh?",10.69 TWh
"In 2007, Uzbekistan consumed how much of coal in terms of TWh?",9.21 TWh
"In 2008, Uzbekistan consumed how much of coal in terms of TWh?",11.63 TWh
"In 2009, Uzbekistan consumed how much of coal in terms of TWh?",11.07 TWh
"In 2010, Uzbekistan consumed how much of coal in terms of TWh?",9.23 TWh
"In 2011, Uzbekistan consumed how much of coal in terms of TWh?",9.88 TWh
"In 2012, Uzbekistan consumed how much of coal in terms of TWh?",13.37 TWh
"In 2013, Uzbekistan consumed how much of coal in terms of TWh?",19.97 TWh
"In 2014, Uzbekistan consumed how much of coal in terms of TWh?",18.38 TWh
"In 2015, Uzbekistan consumed how much of coal in terms of TWh?",14.78 TWh
"In 2016, Uzbekistan consumed how much of coal in terms of TWh?",17.46 TWh
"In 2017, Uzbekistan consumed how much of coal in terms of TWh?",16.49 TWh
"In 2018, Uzbekistan consumed how much of coal in terms of TWh?",23.62 TWh
"In 2019, Uzbekistan consumed how much of coal in terms of TWh?",20.91 TWh
"In 2020, Uzbekistan consumed how much of coal in terms of TWh?",28.66 TWh
"In 2021, Uzbekistan consumed how much of coal in terms of TWh?",25.81 TWh
"In 2022, Uzbekistan consumed how much of coal in terms of TWh?",29.68 TWh
"In 2023, Uzbekistan consumed how much of coal in terms of TWh?",37.98 TWh
"In 1965, Venezuela consumed how much of coal in terms of TWh?",0.23 TWh
"In 1966, Venezuela consumed how much of coal in terms of TWh?",0.24 TWh
"In 1967, Venezuela consumed how much of coal in terms of TWh?",0.26 TWh
"In 1968, Venezuela consumed how much of coal in terms of TWh?",0.27 TWh
"In 1969, Venezuela consumed how much of coal in terms of TWh?",0.28 TWh
"In 1970, Venezuela consumed how much of coal in terms of TWh?",0.28 TWh
"In 1971, Venezuela consumed how much of coal in terms of TWh?",1.66 TWh
"In 1972, Venezuela consumed how much of coal in terms of TWh?",1.75 TWh
"In 1973, Venezuela consumed how much of coal in terms of TWh?",3.17 TWh
"In 1974, Venezuela consumed how much of coal in terms of TWh?",2.37 TWh
"In 1975, Venezuela consumed how much of coal in terms of TWh?",2.93 TWh
"In 1976, Venezuela consumed how much of coal in terms of TWh?",1.92 TWh
"In 1977, Venezuela consumed how much of coal in terms of TWh?",2.98 TWh
"In 1978, Venezuela consumed how much of coal in terms of TWh?",0.92 TWh
"In 1979, Venezuela consumed how much of coal in terms of TWh?",1.91 TWh
"In 1980, Venezuela consumed how much of coal in terms of TWh?",1.82 TWh
"In 1981, Venezuela consumed how much of coal in terms of TWh?",1.80 TWh
"In 1982, Venezuela consumed how much of coal in terms of TWh?",1.03 TWh
"In 1983, Venezuela consumed how much of coal in terms of TWh?",1.44 TWh
"In 1984, Venezuela consumed how much of coal in terms of TWh?",1.57 TWh
"In 1985, Venezuela consumed how much of coal in terms of TWh?",2.08 TWh
"In 1986, Venezuela consumed how much of coal in terms of TWh?",2.32 TWh
"In 1987, Venezuela consumed how much of coal in terms of TWh?",3.04 TWh
"In 1988, Venezuela consumed how much of coal in terms of TWh?",2.21 TWh
"In 1989, Venezuela consumed how much of coal in terms of TWh?",6.07 TWh
"In 1990, Venezuela consumed how much of coal in terms of TWh?",5.38 TWh
"In 1991, Venezuela consumed how much of coal in terms of TWh?",0.00 TWh
"In 1992, Venezuela consumed how much of coal in terms of TWh?",0.04 TWh
"In 1993, Venezuela consumed how much of coal in terms of TWh?",0.33 TWh
"In 1994, Venezuela consumed how much of coal in terms of TWh?",0.65 TWh
"In 1995, Venezuela consumed how much of coal in terms of TWh?",0.06 TWh
"In 1996, Venezuela consumed how much of coal in terms of TWh?",0.19 TWh
"In 1997, Venezuela consumed how much of coal in terms of TWh?",0.40 TWh
"In 1998, Venezuela consumed how much of coal in terms of TWh?",0.42 TWh
"In 1999, Venezuela consumed how much of coal in terms of TWh?",0.42 TWh
"In 2000, Venezuela consumed how much of coal in terms of TWh?",1.54 TWh
"In 2001, Venezuela consumed how much of coal in terms of TWh?",0.57 TWh
"In 2002, Venezuela consumed how much of coal in terms of TWh?",0.21 TWh
"In 2003, Venezuela consumed how much of coal in terms of TWh?",0.50 TWh
"In 2004, Venezuela consumed how much of coal in terms of TWh?",0.00 TWh
"In 2005, Venezuela consumed how much of coal in terms of TWh?",0.43 TWh
"In 2006, Venezuela consumed how much of coal in terms of TWh?",2.88 TWh
"In 2007, Venezuela consumed how much of coal in terms of TWh?",1.61 TWh
"In 2008, Venezuela consumed how much of coal in terms of TWh?",1.64 TWh
"In 2009, Venezuela consumed how much of coal in terms of TWh?",2.76 TWh
"In 2010, Venezuela consumed how much of coal in terms of TWh?",2.32 TWh
"In 2011, Venezuela consumed how much of coal in terms of TWh?",2.39 TWh
"In 2012, Venezuela consumed how much of coal in terms of TWh?",2.45 TWh
"In 2013, Venezuela consumed how much of coal in terms of TWh?",2.45 TWh
